species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	SCN8A	Interneurons	Nav1.6|NaCh6|PN4|CerIII|CIAT	0.027	sodium voltage-gated channel alpha subunit 8	protein-coding gene	NA	Ectoderm	Brain	NA	0.64467	0.000646621	0.0255672
Mm Hs	AAK1	Interneurons	KIAA1048|DKFZp686K16132	0.047	AP2 associated kinase 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.553299	0.0320078	0.0437162
Mm Hs	GABRA4	Interneurons	NA	0.006	gamma-aminobutyric acid type A receptor alpha4 subunit	protein-coding gene	NA	Ectoderm	Brain	NA	0.182741	0.000969932	0.00446525
Mm Hs	NRIP3	Interneurons	C11orf14	0.023	nuclear receptor interacting protein 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.253807	0.033301	0.017717
Mm Hs	HLF	Interneurons	MGC33822	0.019	HLF, PAR bZIP transcription factor	protein-coding gene	NA	Ectoderm	Brain	NA	0.274112	0.0	0.0211739
Mm Hs	PRKCD	Interneurons	NA	0.037	protein kinase C delta	protein-coding gene	NA	Ectoderm	Brain	NA	0.0456853	0.00775946	0.0425639
Mm Hs	PTPN3	Interneurons	PTPH1	0.004	protein tyrosine phosphatase, non-receptor type 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.0964467	0.00258649	0.00316889
Mm Hs	KCNC2	Interneurons	Kv3.2	0.006	potassium voltage-gated channel subfamily C member 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.121827	0.0	0.00590565
Mm Hs	CDKL5	Interneurons	EIEE2|CFAP247|STK9	0.01	cyclin dependent kinase like 5	protein-coding gene	NA	Ectoderm	Brain	NA	0.467005	0.000969932	0.00648182
Mm Hs	CCDC136	Interneurons	KIAA1793|NAG6|DKFZP434G156	0.029	coiled-coil domain containing 136	protein-coding gene	NA	Ectoderm	Brain	NA	0.142132	0.0394439	0.0262874
Mm Hs	KCNMA1	Interneurons	KCa1.1|mSLO1|SLO	0.047	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.675127	0.0190753	0.0442204
Mm Hs	SPOCK3	Interneurons	testican-3	0.038	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.177665	0.00808277	0.0454447
Mm Hs	PTPN4	Interneurons	PTPMEG	0.005	protein tyrosine phosphatase, non-receptor type 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.121827	0.00323311	0.00367303
Mm Hs	PDP1	Interneurons	PDP|PDH|PPM2A|PPM2C	0.007	pyruvate dehyrogenase phosphatase catalytic subunit 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.101523	0.0181054	0.00381707
Mm Hs	RGS7BP	Interneurons	R7BP	0.037	regulator of G protein signaling 7 binding protein	protein-coding gene	NA	Ectoderm	Brain	NA	0.604061	0.0	0.0387468
Mm Hs	PLCB4	Interneurons	NA	0.027	phospholipase C beta 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.208122	0.0029098	0.0306086
Mm Hs	GABBR2	Interneurons	HG20|GABABR2|GPRC3B|GPR51	0.024	gamma-aminobutyric acid type B receptor subunit 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.543147	0.00678952	0.0216061
Mm Hs	ELMO1	Interneurons	KIAA0281|ELMO-1	0.026	engulfment and cell motility 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.314721	0.00581959	0.0279438
Mm Hs	ADARB1	Interneurons	ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d	0.012	adenosine deaminase, RNA specific B1	protein-coding gene	NA	Ectoderm	Brain	NA	0.182741	0.0	0.0129636
Mm Hs	ILDR2	Interneurons	C1orf32	0.02	immunoglobulin like domain containing receptor 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.274112	0.000646621	0.021318
Mm Hs	AKAP8L	Interneurons	NAKAP95|HAP95	0.029	A-kinase anchoring protein 8 like	protein-coding gene	NA	Ectoderm	Brain	NA	0.0862944	0.0391206	0.0254951
Mm Hs	SPTY2D1	Interneurons	FLJ39441|DKFZp686I068|Spt2	0.009	SPT2 chromatin protein domain containing 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.0406091	0.00355642	0.0103709
Mm Hs	PCF11	Interneurons	KIAA0824	0.038	PCF11, cleavage and polyadenylation factor subunit	protein-coding gene	NA	Ectoderm	Brain	NA	0.0609137	0.0407371	0.0386748
Mm Hs	PARM1	Interneurons	DKFZP564O0823|Cipar1|WSC4	0.021	prostate androgen-regulated mucin-like protein 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.0913706	0.0190753	0.0217501
Mm Hs	PITX2	Interneurons	IGDS|Brx1|Otlx2|IRID2|IHG2|RIEG|RIEG1|RGS	0.011	paired like homeodomain 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.0304569	0.0113159	0.00842636
Mm Hs	PITX1	Interneurons	POTX|BFT	0.009	paired like homeodomain 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.0304569	0.00678952	0.00943464
Mm Hs	CLDN9	Interneurons	NA	0.004	claudin 9	protein-coding gene	NA	Ectoderm	Brain	NA	0.035533	0.0	0.00439323
Mm Hs	TCEAL3	Interneurons	MGC15737|WEX8	0.044	transcription elongation factor A like 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.0913706	0.0611057	0.0375225
None	FIGF	Interneurons	NA	0.005	NA	NA	NA	Ectoderm	Brain	NA	0.0304569	0.0	0.00669788
Mm Hs	KCNK9	Interneurons	K2p9.1|TASK3|TASK-3	0.004	potassium two pore domain channel subfamily K member 9	protein-coding gene	NA	Ectoderm	Brain	NA	0.0558376	0.0	0.00482535
Mm Hs	TSHB	Interneurons	NA	0.001	thyroid stimulating hormone beta	protein-coding gene	NA	Ectoderm	Brain	NA	0.0406091	0.0	0.0010803
Mm Hs	RORB	Interneurons	RZRB|NR1F2|ROR-BETA	0.025	RAR related orphan receptor B	protein-coding gene	NA	Ectoderm	Brain	NA	0.172589	0.0126091	0.0266475
Mm Hs	GATA2	Interneurons	NFE1B	0.018	GATA binding protein 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.0456853	0.0126091	0.0200936
Mm Hs	TIMELESS	Interneurons	hTIM	0.009	timeless circadian regulator	protein-coding gene	NA	Ectoderm	Brain	NA	0.0456853	0.00775946	0.00813828
Mm Hs	CXCL14	Interneurons	BRAK|NJAC|bolekine|Kec|MIP-2g|BMAC|SCYB14	0.048	C-X-C motif chemokine ligand 14	protein-coding gene	1	Ectoderm	Brain	NA	0.121827	0.0436469	0.0455167
Mm Hs	APOC3	Interneurons	NA	0.016	apolipoprotein C3	protein-coding gene	NA	Ectoderm	Brain	NA	0.0406091	0.0252182	0.0138279
Mm	CES1D	Interneurons	NA	0.013	carboxylesterase 1D	protein coding gene	NA	Ectoderm	Brain	NA	0.0406091	0.0	0.0155564
Mm Hs	CGA	Interneurons	GPHa|GPHA1|FSHA|LHA|TSHA	0.003	glycoprotein hormones, alpha polypeptide	protein-coding gene	NA	Ectoderm	Brain	NA	0.0406091	0.00872939	0.0010803
Mm Hs	ADORA2A	Interneurons	RDC8|ADORA2	0.01	adenosine A2a receptor	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0	0.0128196
Mm Hs	RPRML	Interneurons	MGC43894	0.011	reprimo like	protein-coding gene	NA	Ectoderm	Brain	NA	0.411168	0.0	0.00900252
Mm Hs	CACNB1	Interneurons	CACNLB1	0.004	calcium voltage-gated channel auxiliary subunit beta 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.0203046	0.0	0.00432121
Mm Hs	KCNQ5	Interneurons	Kv7.5	0.001	potassium voltage-gated channel subfamily Q member 5	protein-coding gene	NA	Ectoderm	Brain	NA	0.0101523	0.000323311	0.00100828
Mm Hs	PRKCG	Interneurons	PKCC|MGC57564|PKCG|SCA14	0.005	protein kinase C gamma	protein-coding gene	1	Ectoderm	Brain	NA	0.279188	0.0	0.00273677
Mm Hs	GABRA5	Interneurons	NA	0.006	gamma-aminobutyric acid type A receptor alpha5 subunit	protein-coding gene	1	Ectoderm	Brain	NA	0.0964467	0.0	0.00619373
Mm Hs	PAX6	Interneurons	D11S812E|AN2	0.05	paired box 6	protein-coding gene	1	Ectoderm	Brain	NA	0.0558376	0.0148723	0.0602809
Mm Hs	PNOC	Interneurons	PPNOC|N/OFQ|NOP	0.01	prepronociceptin	protein-coding gene	1	Ectoderm	Brain	NA	0.035533	0.000969932	0.0104429
Mm Hs	HTR3A	Interneurons	5-HT3R|5-HT3A	0.008	5-hydroxytryptamine receptor 3A	protein-coding gene	1	Ectoderm	Brain	NA	0.0152284	0.0	0.00993878
Mm Hs	RELN	Interneurons	RL|PRO1598	0.019	reelin	protein-coding gene	1	Ectoderm	Brain	NA	0.0659898	0.00355642	0.0223983
Mm Hs	CALB2	Interneurons	CAL2	0.033	calbindin 2	protein-coding gene	1	Ectoderm	Brain	NA	0.13198	0.00193986	0.0397551
Mm Hs	PDE1A	Interneurons	NA	0.019	phosphodiesterase 1A	protein-coding gene	1	Ectoderm	Brain	NA	0.248731	0.0223084	0.0155564
Mm Hs	ADGRL2	Interneurons	KIAA0786|LEC1|LPHH1|LPHN2	0.02	adhesion G protein-coupled receptor L2	protein-coding gene	1	Ectoderm	Brain	NA	0.0203046	0.00420304	0.0241988
Mm Hs	KCNIP2	Interneurons	KCHIP2	0.009	potassium voltage-gated channel interacting protein 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0659898	0.000646621	0.0102989
Mm Hs	RGS10	Interneurons	NA	0.135	regulator of G protein signaling 10	protein-coding gene	1	Ectoderm	Brain	NA	0.0609137	0.167475	0.124739
Mm Hs	NOV	Interneurons	IGFBP9|CCN3	0.005	nephroblastoma overexpressed	protein-coding gene	1	Ectoderm	Brain	NA	0.0862944	0.00484966	0.00367303
Mm Hs	CPNE5	Interneurons	CPN5|COPN5|KIAA1599	0.009	copine 5	protein-coding gene	1	Ectoderm	Brain	NA	0.0456853	0.000969932	0.0102989
Mm Hs	SLC5A7	Interneurons	hCHT|CHT1	0.002	solute carrier family 5 member 7	protein-coding gene	1	Ectoderm	Brain	NA	0.0101523	0.0	0.00288081
Mm Hs	CRH	Interneurons	CRH1	0.001	corticotropin releasing hormone	protein-coding gene	1	Ectoderm	Brain	NA	0.0203046	0.000646621	0.00115232
Mm Hs	GDA	Interneurons	NA	0.036	guanine deaminase	protein-coding gene	1	Ectoderm	Brain	NA	0.451777	0.00193986	0.0388909
Mm Hs	SEMA3E	Interneurons	M-SemaK|KIAA0331|coll-5|SEMAH	0.005	semaphorin 3E	protein-coding gene	1	Ectoderm	Brain	NA	0.0253807	0.0	0.00633777
Mm Hs	DLX1	Interneurons	NA	0.039	distal-less homeobox 1	protein-coding gene	1	Ectoderm	Brain	NA	0.0507614	0.0	0.0495499
Mm Hs	DLX2	Interneurons	TES-1	0.033	distal-less homeobox 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00678952	0.0415556
Mm Hs	DLX5	Interneurons	NA	0.02	distal-less homeobox 5	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00581959	0.0239827
Mm Hs	ARX	Interneurons	ISSX|CT121|EIEE1|MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87	0.02	aristaless related homeobox	protein-coding gene	1	Ectoderm	Brain	NA	0.00507614	0.00226317	0.024847
Mm Hs	NDNF	Interneurons	FLJ23191|C4orf31	0.018	neuron derived neurotrophic factor	protein-coding gene	1	Ectoderm	Brain	NA	0.035533	0.00646621	0.021534
Mm Hs	FOXI1	Ionocytes	FREAC6|FKHL10	0.001	forkhead box I1	protein-coding gene	1	Mesoderm	Lungs	NA	1.0	0.0	0.00120747
Mm Hs	CFTR	Ionocytes	ABC35|TNR-CFTR|CFTR/MRP|CF|ABCC7	0.004	cystic fibrosis transmembrane conductance regulator	protein-coding gene	1	Mesoderm	Lungs	NA	1.0	0.00678952	0.00298317
Mm Hs	ASCL3	Ionocytes	bHLHa42|HASH3|Sgn1	0.0	achaete-scute family bHLH transcription factor 3	protein-coding gene	1	Mesoderm	Lungs	NA	1.0	0.0	7.10278e-05
Mm	CYP2F2	Ionocytes	NA	0.007	cytochrome P450, family 2, subfamily f, polypeptide 2	protein coding gene	NA	Mesoderm	Lungs	NA	0.0	0.0	0.00916258
Mm Hs	SCGB1A1	Ionocytes	CC10|CCSP|CC16|UGB	0.016	secretoglobin family 1A member 1	protein-coding gene	NA	Mesoderm	Lungs	NA	0.0	0.0029098	0.0189644
Mm Hs	FOXN4	Ionocytes	NA	0.0	forkhead box N4	protein-coding gene	1	Mesoderm	Lungs	NA	0.0	0.0	0.000284111
Mm Hs	TFCP2L1	Ionocytes	LBP-9|CRTR1	0.007	transcription factor CP2 like 1	protein-coding gene	1	Mesoderm	Lungs	NA	1.0	0.00323311	0.00859436
Mm Hs	SLC12A2	Ionocytes	NKCC1|BSC|BSC2|PPP1R141	0.078	solute carrier family 12 member 2	protein-coding gene	1	Mesoderm	Lungs	NA	1.0	0.0517297	0.0858726
Mm Hs	CLCNKB	Ionocytes	hClC-Kb	0.002	chloride voltage-gated channel Kb	protein-coding gene	1	Mesoderm	Lungs	NA	0.0	0.0	0.00319625
Mm Hs	KCNMA1	Ionocytes	KCa1.1|mSLO1|SLO	0.047	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	1	Mesoderm	Lungs	NA	1.0	0.0190753	0.0528447
Mm Hs	SLC9A4	Ionocytes	NHE4	0.0	solute carrier family 9 member A4	protein-coding gene	NA	Mesoderm	Lungs	NA	0.0	0.0	7.10278e-05
Mm Hs	SLC9A7	Ionocytes	NHE7	0.0	solute carrier family 9 member A7	protein-coding gene	NA	Mesoderm	Lungs	NA	0.0	0.00129324	0.000142056
Mm Hs	TRPV4	Juxtaglomerular cells	OTRPC4|TRP12|VROAC|VRL-2|VR-OAC|CMT2C	0.002	transient receptor potential cation channel subfamily V member 4	protein-coding gene	NA	Mesoderm	Kidney	NA	0.0	0.0	0.00220155
Hs	REN	Juxtaglomerular cells	NA	0.0	renin	protein-coding gene	NA	Mesoderm	Kidney	NA	0.0	0.00226317	0.0
Mm Hs	TH	Juxtaglomerular cells	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	NA	Mesoderm	Kidney	NA	0.0	0.00193986	0.00269867
Mm	REN1	Juxtaglomerular cells	NA	0.0	renin 1 structural	protein coding gene	1	Mesoderm	Kidney	NA	0.0	0.0	0.000142035
Mm	AKR1B7	Juxtaglomerular cells	NA	0.001	aldo-keto reductase family 1, member B7	protein coding gene	NA	Mesoderm	Kidney	NA	0.0	0.0	0.00113628
Mm Hs	ACTA2	Juxtaglomerular cells	ACTSA	0.034	actin, alpha 2, smooth muscle, aorta	protein-coding gene	NA	Mesoderm	Kidney	NA	1.0	0.0200453	0.0380655
Mm Hs	MYH11	Juxtaglomerular cells	SMMHC|SMHC	0.016	myosin heavy chain 11	protein-coding gene	NA	Mesoderm	Kidney	NA	0.0	0.0168122	0.01605
Mm Hs	CNN1	Juxtaglomerular cells	Sm-Calp	0.013	calponin 1	protein-coding gene	NA	Mesoderm	Kidney	NA	1.0	0.0294213	0.00951637
Hs	CALML5	Keratinocytes	CLSP	0.001	calmodulin like 5	protein-coding gene	1	Mesoderm	Skin	0.294118	0.0	0.00390117	0.0
Hs	CD24	Keratinocytes	CD24A	0.043	CD24 molecule	protein-coding gene	1	Mesoderm	Skin	0.411765	0.0	0.196359	0.0
Mm Hs	FLG	Keratinocytes	NA	0.0	filaggrin	protein-coding gene	1	Mesoderm	Skin	0.0	0.0277778	0.0	0.0
Mm Hs	KPRP	Keratinocytes	C1orf45	0.0	keratinocyte proline rich protein	protein-coding gene	NA	Mesoderm	Skin	0.0	0.0	0.0	0.0
Mm Hs	ICAM1	Keratinocytes	CD54	0.008	intercellular adhesion molecule 1	protein-coding gene	NA	Mesoderm	Skin	0.0588235	0.111111	0.00585176	0.0078002
Mm Hs	IVL	Keratinocytes	NA	0.001	involucrin	protein-coding gene	1	Mesoderm	Skin	0.0588235	0.0648148	0.0	0.00128811
Mm Hs	TGM1	Keratinocytes	TGASE|TGK|LI|LI1|ICR2	0.002	transglutaminase 1	protein-coding gene	1	Mesoderm	Skin	0.0588235	0.305556	0.00162549	0.000214684
Mm Hs	KRT1	Keratinocytes	KRT1A	0.007	keratin 1	protein-coding gene	1	Mesoderm	Skin	0.0	0.0740741	0.00487646	0.0068699
Mm Hs	KRT5	Keratinocytes	KRT5A|EBS2	0.02	keratin 5	protein-coding gene	1	Mesoderm	Skin	0.705882	0.925926	0.0419376	0.00794332
Mm Hs	KRT14	Keratinocytes	EBS3|EBS4	0.018	keratin 14	protein-coding gene	1	Mesoderm	Skin	0.411765	0.87037	0.0182055	0.0120223
Mm Hs	KRT16	Keratinocytes	NEPPK	0.005	keratin 16	protein-coding gene	NA	Mesoderm	Skin	0.235294	0.592593	0.00747724	0.000357807
Mm Hs	KRT17	Keratinocytes	PCHC1	0.025	keratin 17	protein-coding gene	1	Mesoderm	Skin	1.0	0.740741	0.0715215	0.00958924
Mm Hs	LAMA5	Keratinocytes	NA	0.008	laminin subunit alpha 5	protein-coding gene	NA	Mesoderm	Skin	0.0	0.0925926	0.0126788	0.00629741
Mm Hs	LCN2	Keratinocytes	NGAL|24p3	0.04	lipocalin 2	protein-coding gene	1	Mesoderm	Skin	0.235294	0.0462963	0.0575423	0.037212
Mm Hs	PLEC	Keratinocytes	PLTN|EBS1|PLEC1	0.055	plectin	protein-coding gene	1	Mesoderm	Skin	0.0	0.731481	0.0315345	0.0562473
Hs	PI3	Keratinocytes	ESI|SKALP|ELAFIN|WAP3|WFDC14|cementoin	0.004	peptidase inhibitor 3	protein-coding gene	NA	Mesoderm	Skin	0.176471	0.0	0.0208062	0.0
Mm Hs	SPRR1A	Keratinocytes	NA	0.004	small proline rich protein 1A	protein-coding gene	1	Mesoderm	Skin	0.117647	0.314815	0.000325098	0.00286246
Mm Hs	SPRR1B	Keratinocytes	GADD33|SPRR1	0.002	small proline rich protein 1B	protein-coding gene	1	Mesoderm	Skin	0.176471	0.166667	0.00455137	7.15615e-05
Mm Hs	GJB3	Keratinocytes	CX31|EKV	0.007	gap junction protein beta 3	protein-coding gene	1	Mesoderm	Skin	0.176471	0.111111	0.00942783	0.00522399
Mm Hs	IRF3	Keratinocytes	NA	0.018	interferon regulatory factor 3	protein-coding gene	1	Mesoderm	Skin	0.0	0.148148	0.0191808	0.0143839
Mm Hs	LAMC2	Keratinocytes	nicein-100kDa|kalinin-105kDa|BM600-100kDa|EBR2|LAMB2T|LAMNB2|EBR2A	0.012	laminin subunit gamma 2	protein-coding gene	1	Mesoderm	Skin	0.0	0.416667	0.023407	0.00665522
Mm Hs	SIRT7	Keratinocytes	NA	0.024	sirtuin 7	protein-coding gene	1	Mesoderm	Skin	0.117647	0.175926	0.0146294	0.0234006
Mm Hs	RIPK4	Keratinocytes	DIK|ANKK2|RIP4|PKK|ANKRD3	0.005	receptor interacting serine/threonine kinase 4	protein-coding gene	1	Mesoderm	Skin	0.0	0.462963	0.0	0.00257621
Mm Hs	REL	Keratinocytes	I-Rel|c-Rel	0.027	REL proto-oncogene, NF-kB subunit	protein-coding gene	1	Mesoderm	Skin	0.176471	0.305556	0.0377113	0.0234722
Mm Hs	IL13RA1	Keratinocytes	IL-13Ra|NR4|CD213a1	0.017	interleukin 13 receptor subunit alpha 1	protein-coding gene	1	Mesoderm	Skin	0.0588235	0.305556	0.029909	0.012237
Mm Hs	SGPP1	Keratinocytes	NA	0.012	sphingosine-1-phosphate phosphatase 1	protein-coding gene	1	Mesoderm	Skin	0.0	0.287037	0.000650195	0.0130957
Mm Hs	PKP3	Keratinocytes	NA	0.021	plakophilin 3	protein-coding gene	1	Mesoderm	Skin	0.117647	0.740741	0.0292588	0.0140976
Mm Hs	PKP1	Keratinocytes	B6P	0.006	plakophilin 1	protein-coding gene	1	Mesoderm	Skin	0.117647	0.712963	0.00455137	0.00135967
Mm Hs	ANXA8	Keratinocytes	ANX8	0.007	annexin A8	protein-coding gene	NA	Mesoderm	Skin	0.0	0.731481	0.00130039	0.00343495
Mm Hs	TRIM29	Keratinocytes	FLJ36085	0.009	tripartite motif containing 29	protein-coding gene	1	Mesoderm	Skin	0.117647	0.805556	0.00845254	0.0027909
Mm Hs	DSC3	Keratinocytes	CDHF3|DSC|DSC1|DSC2|DSC4	0.006	desmocollin 3	protein-coding gene	1	Mesoderm	Skin	0.117647	0.685185	0.00552666	0.00050093
Mm Hs	FST	Keratinocytes	NA	0.018	follistatin	protein-coding gene	1	Mesoderm	Skin	0.0	0.0740741	0.0370611	0.0123086
Mm Hs	AQP3	Keratinocytes	GIL	0.024	aquaporin 3 (Gill blood group)	protein-coding gene	1	Mesoderm	Skin	0.705882	0.805556	0.0692458	0.00808645
Mm Hs	KRT15	Keratinocytes	K15|CK15|K1CO	0.023	keratin 15	protein-coding gene	1	Mesoderm	Skin	0.764706	0.925926	0.0451886	0.0114498
Mm Hs	S100A14	Keratinocytes	BCMP84	0.031	S100 calcium binding protein A14	protein-coding gene	1	Mesoderm	Skin	0.588235	0.842593	0.0972042	0.00765708
Mm Hs	DMKN	Keratinocytes	ZD52F10	0.033	dermokine	protein-coding gene	1	Mesoderm	Skin	0.235294	0.75	0.0650195	0.0134536
Mm Hs	ENTPD2	Keratinocytes	NTPDase-2|CD39L1	0.012	ectonucleoside triphosphate diphosphohydrolase 2	protein-coding gene	1	Mesoderm	Skin	0.0	0.00925926	0.000975293	0.0158151
Mm Hs	FGF5	Keratinocytes	NA	0.001	fibroblast growth factor 5	protein-coding gene	NA	Mesoderm	Skin	0.0	0.0	0.00780234	0.000214684
Mm Hs	NGFR	Keratinocytes	TNFRSF16|CD271|p75NTR	0.007	nerve growth factor receptor	protein-coding gene	1	Mesoderm	Skin	0.0	0.00925926	0.00227568	0.00758552
Mm Hs	TFAP2A	Keratinocytes	AP-2|TFAP2|AP2TF	0.021	transcription factor AP-2 alpha	protein-coding gene	1	Mesoderm	Skin	0.117647	0.75	0.020156	0.0140976
Mm Hs	LGALS7	Keratinocytes	TP53I1|LGALS7A	0.015	galectin 7	protein-coding gene	1	Mesoderm	Skin	0.117647	0.861111	0.00292588	0.011092
Mm Hs	CXCL1	Keratinocytes	SCYB1|GROa|MGSA-a|NAP-3|MGSA|GRO1|FSP	0.032	C-X-C motif chemokine ligand 1	protein-coding gene	NA	Mesoderm	Skin	0.294118	0.0277778	0.0455137	0.0309146
Mm Hs	CCL2	Keratinocytes	MCP1|MCP-1|MCAF|SMC-CF|GDCF-2|HC11|MGC9434|SCYA2	0.037	C-C motif chemokine ligand 2	protein-coding gene	1	Mesoderm	Skin	0.176471	0.0185185	0.0643693	0.0306283
Mm Hs	SFN	Keratinocytes	YWHAS	0.049	stratifin	protein-coding gene	1	Mesoderm	Skin	0.764706	1.0	0.0773732	0.0354945
Mm Hs	KRT10	Keratinocytes	K10|CK10|KPP	0.105	keratin 10	protein-coding gene	1	Mesoderm	Skin	0.470588	0.435185	0.391417	0.0274796
Mm Hs	SBSN	Keratinocytes	UNQ698|HLAR698	0.004	suprabasin	protein-coding gene	1	Mesoderm	Skin	0.117647	0.398148	0.000325098	0.00128811
Mm Hs	KRT84	Keratinocytes	Hb-4|KRTHB4	0.001	keratin 84	protein-coding gene	1	Mesoderm	Skin	0.0	0.12963	0.0	0.0
Mm Hs	KRT36	Keratinocytes	KRTHA6	0.002	keratin 36	protein-coding gene	1	Mesoderm	Skin	0.0	0.296296	0.0	0.000214684
Mm Hs	OSR1	Kidney progenitor cells	NA	0.011	odd-skipped related transciption factor 1	protein-coding gene	NA	Mesoderm	Kidney	0.0	1.0	0.00161708	0.0131411
Mm Hs	PAX2	Kidney progenitor cells	NA	0.002	paired box 2	protein-coding gene	NA	Mesoderm	Kidney	1.0	0.75	0.00323415	0.00134962
Mm Hs	EYA1	Kidney progenitor cells	NA	0.001	EYA transcriptional coactivator and phosphatase 1	protein-coding gene	NA	Mesoderm	Kidney	1.0	0.75	0.00129366	0.00134962
Mm Hs	WT1	Kidney progenitor cells	WIT-2|AWT1|NPHS4|GUD	0.009	Wilms tumor 1	protein-coding gene	NA	Mesoderm	Kidney	1.0	1.0	0.0229625	0.00582469
Mm Hs	SIX2	Kidney progenitor cells	NA	0.001	SIX homeobox 2	protein-coding gene	NA	Mesoderm	Kidney	0.0	1.0	0.00194049	0.000639295
Mm Hs	SALL1	Kidney progenitor cells	Hsal1|ZNF794|TBS	0.004	spalt like transcription factor 1	protein-coding gene	NA	Mesoderm	Kidney	0.0	0.75	0.0	0.00447507
Mm Hs	CITED1	Kidney progenitor cells	MSG1	0.018	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	protein-coding gene	NA	Mesoderm	Kidney	1.0	1.0	0.0161708	0.0177582
Mm Hs	TNF	Kupffer cells	TNFSF2|DIF|TNF-alpha|TNFA	0.006	tumor necrosis factor	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.00129324	0.00775635
Hs	LYZ	Kupffer cells	NA	0.007	lysozyme	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.0358875	0.0
Mm Hs	MPO	Kupffer cells	NA	0.024	myeloperoxidase	protein-coding gene	NA	Mesoderm	Liver	NA	0.0	0.0213385	0.0237672
Mm Hs	VSIG4	Kupffer cells	Z39IG	0.005	V-set and immunoglobulin domain containing 4	protein-coding gene	1	Mesoderm	Liver	NA	0.965517	0.0122858	0.0019213
Mm Hs	PROK2	Kupffer cells	PK2|BV8|MIT1|KAL4	0.003	prokineticin 2	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.00452635	0.00263289
Mm Hs	STARD5	Kupffer cells	MGC10327	0.006	StAR related lipid transfer domain containing 5	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.0	0.00740056
Mm Hs	MSR1	Kupffer cells	SCARA1|CD204|SR-AI|SR-AII|SR-AIII|SR-A	0.012	macrophage scavenger receptor 1	protein-coding gene	1	Mesoderm	Liver	NA	0.586207	0.00937601	0.0118836
Mm Hs	TLR9	Kupffer cells	CD289	0.0	toll like receptor 9	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.0	0.0
Mm Hs	PPARA	Kupffer cells	hPPAR|NR1C1|PPAR	0.001	peroxisome proliferator activated receptor alpha	protein-coding gene	NA	Mesoderm	Liver	NA	0.0	0.00258649	0.000782751
Mm Hs	TREM1	Kupffer cells	TREM-1|CD354	0.002	triggering receptor expressed on myeloid cells 1	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.000323311	0.00206362
Mm Hs	SLC11A1	Kupffer cells	NRAMP|NRAMP1	0.014	solute carrier family 11 member 1	protein-coding gene	NA	Mesoderm	Liver	NA	0.551724	0.00581959	0.0152992
Mm Hs	TLR4	Kupffer cells	hToll|CD284|TLR-4|ARMD10	0.0	toll like receptor 4	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.000323311	0.000142318
Mm Hs	MMP13	Kupffer cells	CLG3	0.001	matrix metallopeptidase 13	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.0	0.000782751
Mm Hs	CD14	Kupffer cells	NA	0.044	CD14 molecule	protein-coding gene	1	Mesoderm	Liver	NA	0.172414	0.0252182	0.0473209
Mm Hs	VDR	Kupffer cells	NR1I1|PPP1R163	0.012	vitamin D receptor	protein-coding gene	1	Mesoderm	Liver	NA	0.0	0.00258649	0.0144453
